concept_name,section_uid,depth,loinc_code,code_display_name,raw_title,normalized_title,reason,parent_section_uid,heading_path,direct_char_count,child_count
amoxicillin,ab447cfa-90ad-4557-af41-beb3558e6379,1,42229-5,SPL UNCLASSIFIED SECTION,2.2 Dosage for Adults and Pediatric Patients Aged 3 Months (12 weeks) and Older,DOSAGE FOR ADULTS AND PEDIATRIC PATIENTS AGED 3 MONTHS (12 WEEKS) AND OLDER,unclassified_with_title,31a8c632-69a1-4b8a-bd47-201b8a5c82e0,2 DOSAGE AND ADMINISTRATION > 2.2 Dosage for Adults and Pediatric Patients Aged 3 Months (12 weeks) and Older,1543,0
amoxicillin,2bf8fc68-c380-4e4e-b7e2-f7f447122d3b,1,42229-5,SPL UNCLASSIFIED SECTION,2.3 Dosage in Pediatric Patients Aged Less than 12 Weeks (3 months),DOSAGE IN PEDIATRIC PATIENTS AGED LESS THAN 12 WEEKS (3 MONTHS),unclassified_with_title,31a8c632-69a1-4b8a-bd47-201b8a5c82e0,2 DOSAGE AND ADMINISTRATION > 2.3 Dosage in Pediatric Patients Aged Less than 12 Weeks (3 months),617,0
amoxicillin,57a838b5-0ae8-4559-948f-2d1c3fc56561,1,42229-5,SPL UNCLASSIFIED SECTION,2.4 Dosage for H. pylori Infection in Adults,DOSAGE FOR H. PYLORI INFECTION IN ADULTS,unclassified_with_title,31a8c632-69a1-4b8a-bd47-201b8a5c82e0,2 DOSAGE AND ADMINISTRATION > 2.4 Dosage for H. pylori Infection in Adults,397,0
amoxicillin,9057ea98-82ea-4897-a87e-76a5bc5fdb15,1,42229-5,SPL UNCLASSIFIED SECTION,2.5 Dosage in Renal Impairment for Adults and Pediatric Patients Aged 3 Months and Older and Weight Greater than 40 kg,DOSAGE IN RENAL IMPAIRMENT FOR ADULTS AND PEDIATRIC PATIENTS AGED 3 MONTHS AND OLDER AND WEIGHT GREATER THAN 40 KG,unclassified_with_title,31a8c632-69a1-4b8a-bd47-201b8a5c82e0,2 DOSAGE AND ADMINISTRATION > 2.5 Dosage in Renal Impairment for Adults and Pediatric Patients Aged 3 Months and Older and Weight Greater than 40 kg,765,0
amoxicillin,31b86821-121c-49a2-9468-778bbc73667b,1,42229-5,SPL UNCLASSIFIED SECTION,5.1 Anaphylactic Reactions,ANAPHYLACTIC REACTIONS,unclassified_with_title,1def9da9-aece-4591-95fc-7663351d229a,5 WARNINGS AND PRECAUTIONS > 5.1 Anaphylactic Reactions,856,0
amoxicillin,12334e1d-e171-49f1-95a5-64243369aa45,1,42229-5,SPL UNCLASSIFIED SECTION,5.2 Severe Cutaneous Adverse Reactions,SEVERE CUTANEOUS ADVERSE REACTIONS,unclassified_with_title,1def9da9-aece-4591-95fc-7663351d229a,5 WARNINGS AND PRECAUTIONS > 5.2 Severe Cutaneous Adverse Reactions,370,0
amoxicillin,b71f51c6-8481-4fae-98e1-6360629b7cc2,1,42229-5,SPL UNCLASSIFIED SECTION,5.3 Drug-Induced Enterocolitis Syndrome (DIES),DRUG-INDUCED ENTEROCOLITIS SYNDROME (DIES),unclassified_with_title,1def9da9-aece-4591-95fc-7663351d229a,5 WARNINGS AND PRECAUTIONS > 5.3 Drug-Induced Enterocolitis Syndrome (DIES),603,0
amoxicillin,ed0e4d97-9621-4c0d-8e5d-b0435135b4fb,1,42229-5,SPL UNCLASSIFIED SECTION,5.4 Clostridioides difficile- Associated Diarrhea (CDAD),CLOSTRIDIOIDES DIFFICILE- ASSOCIATED DIARRHEA (CDAD),unclassified_with_title,1def9da9-aece-4591-95fc-7663351d229a,5 WARNINGS AND PRECAUTIONS > 5.4 Clostridioides difficile- Associated Diarrhea (CDAD),1109,0
amoxicillin,6233276d-a5ea-457a-90a0-b3d184b7bb72,1,42229-5,SPL UNCLASSIFIED SECTION,5.5 Development of Drug-Resistant Bacteria,DEVELOPMENT OF DRUG-RESISTANT BACTERIA,unclassified_with_title,1def9da9-aece-4591-95fc-7663351d229a,5 WARNINGS AND PRECAUTIONS > 5.5 Development of Drug-Resistant Bacteria,235,0
amoxicillin,23aee31a-87a2-4c1b-8530-d10686592e46,1,42229-5,SPL UNCLASSIFIED SECTION,5.6 Skin Rash in Patients with Mononucleosis,SKIN RASH IN PATIENTS WITH MONONUCLEOSIS,unclassified_with_title,1def9da9-aece-4591-95fc-7663351d229a,5 WARNINGS AND PRECAUTIONS > 5.6 Skin Rash in Patients with Mononucleosis,184,0
amoxicillin,f9591e99-88bc-4d24-8116-61fe30efc49d,1,42229-5,SPL UNCLASSIFIED SECTION,7.1 Probenecid,PROBENECID,unclassified_with_title,ef38e33f-a147-4105-808c-2d496117dabf,7 DRUG INTERACTIONS > 7.1 Probenecid,176,0
amoxicillin,b044d059-d369-4409-8227-608ce11d917f,1,42229-5,SPL UNCLASSIFIED SECTION,7.2 Oral Anticoagulants,ORAL ANTICOAGULANTS,unclassified_with_title,ef38e33f-a147-4105-808c-2d496117dabf,7 DRUG INTERACTIONS > 7.2 Oral Anticoagulants,374,0
amoxicillin,6407c839-1a8c-45d7-99db-89ff03ea7cbb,1,42229-5,SPL UNCLASSIFIED SECTION,7.3 Allopurinol,ALLOPURINOL,unclassified_with_title,ef38e33f-a147-4105-808c-2d496117dabf,7 DRUG INTERACTIONS > 7.3 Allopurinol,302,0
amoxicillin,c97eacf0-157d-40b3-a382-d6fa4339f66c,1,42229-5,SPL UNCLASSIFIED SECTION,7.4 Oral Contraceptives,ORAL CONTRACEPTIVES,unclassified_with_title,ef38e33f-a147-4105-808c-2d496117dabf,7 DRUG INTERACTIONS > 7.4 Oral Contraceptives,159,0
amoxicillin,6b15781c-d790-4bda-9240-44836adfea8e,1,42229-5,SPL UNCLASSIFIED SECTION,7.5 Other Antibacterials,OTHER ANTIBACTERIALS,unclassified_with_title,ef38e33f-a147-4105-808c-2d496117dabf,7 DRUG INTERACTIONS > 7.5 Other Antibacterials,236,0
amoxicillin,192d1350-6b43-4e59-bad7-dc0e621debcf,1,42229-5,SPL UNCLASSIFIED SECTION,7.6 Effects on Laboratory Tests,EFFECTS ON LABORATORY TESTS,unclassified_with_title,ef38e33f-a147-4105-808c-2d496117dabf,7 DRUG INTERACTIONS > 7.6 Effects on Laboratory Tests,575,0
amoxicillin,676cb0c5-8c38-4c04-87bf-7fd5d2cb621b,1,42229-5,SPL UNCLASSIFIED SECTION,8.6 Dosing in Renal Impairment,DOSING IN RENAL IMPAIRMENT,unclassified_with_title,a0b5e54c-3232-4197-9320-43e36d88e5ba,8 USE IN SPECIFIC POPULATIONS > 8.6 Dosing in Renal Impairment,262,0
amoxicillin,b2080c70-daff-4008-8382-a366c42c5686,1,42229-5,SPL UNCLASSIFIED SECTION,14.1 H. pylori Eradication to Reduce the Risk of Duodenal Ulcer Recurrence,H. PYLORI ERADICATION TO REDUCE THE RISK OF DUODENAL ULCER RECURRENCE,unclassified_with_title,b922cde5-b024-4a90-ab75-134f60a3e4ec,14 CLINICAL STUDIES > 14.1 H. pylori Eradication to Reduce the Risk of Duodenal Ulcer Recurrence,3418,0
sertraline,089eb4e4-7f62-e9ef-e063-6294a90a7ff0,1,42229-5,SPL UNCLASSIFIED SECTION,"2.1 Dosage in Patients with MDD, OCD, PD, PTSD, and SAD","DOSAGE IN PATIENTS WITH MDD, OCD, PD, PTSD, AND SAD",unclassified_with_title,264e7b3a-1b33-9a19-e063-6394a90a465e,"2 DOSAGE AND ADMINISTRATION > 2.1 Dosage in Patients with MDD, OCD, PD, PTSD, and SAD",900,0
sertraline,089ea91f-77ae-cc48-e063-6394a90aa00b,1,42229-5,SPL UNCLASSIFIED SECTION,2.2 Dosage in Patients with PMDD,DOSAGE IN PATIENTS WITH PMDD,unclassified_with_title,264e7b3a-1b33-9a19-e063-6394a90a465e,2 DOSAGE AND ADMINISTRATION > 2.2 Dosage in Patients with PMDD,985,0
sertraline,f920bc73-d3a8-de8c-e053-6394a90a993e,1,42229-5,SPL UNCLASSIFIED SECTION,2.3 Screen for Bipolar Disorder Prior to Starting Sertraline Hydrochloride Tablets,SCREEN FOR BIPOLAR DISORDER PRIOR TO STARTING SERTRALINE HYDROCHLORIDE TABLETS,unclassified_with_title,264e7b3a-1b33-9a19-e063-6394a90a465e,2 DOSAGE AND ADMINISTRATION > 2.3 Screen for Bipolar Disorder Prior to Starting Sertraline Hydrochloride Tablets,224,0
sertraline,264e822f-1392-c5f4-e063-6294a90a0cb1,1,42229-5,SPL UNCLASSIFIED SECTION,2.4 Dosage Modifications in Patients with Hepatic Impairment,DOSAGE MODIFICATIONS IN PATIENTS WITH HEPATIC IMPAIRMENT,unclassified_with_title,264e7b3a-1b33-9a19-e063-6394a90a465e,2 DOSAGE AND ADMINISTRATION > 2.4 Dosage Modifications in Patients with Hepatic Impairment,460,0
sertraline,f920d30c-9499-d40f-e053-6294a90a4de0,1,42229-5,SPL UNCLASSIFIED SECTION,2.5 Switching Patients to or from a Monoamine Oxidase Inhibitor Antidepressant,SWITCHING PATIENTS TO OR FROM A MONOAMINE OXIDASE INHIBITOR ANTIDEPRESSANT,unclassified_with_title,264e7b3a-1b33-9a19-e063-6394a90a465e,2 DOSAGE AND ADMINISTRATION > 2.5 Switching Patients to or from a Monoamine Oxidase Inhibitor Antidepressant,353,0
sertraline,f920d55b-9720-f914-e053-6394a90a0b2d,1,42229-5,SPL UNCLASSIFIED SECTION,2.6 Discontinuation of Treatment with Sertraline Hydrochloride Tablets,DISCONTINUATION OF TREATMENT WITH SERTRALINE HYDROCHLORIDE TABLETS,unclassified_with_title,264e7b3a-1b33-9a19-e063-6394a90a465e,2 DOSAGE AND ADMINISTRATION > 2.6 Discontinuation of Treatment with Sertraline Hydrochloride Tablets,234,0
sertraline,f920d55b-9722-f914-e053-6394a90a0b2d,1,42229-5,SPL UNCLASSIFIED SECTION,5.1 Suicidal Thoughts and Behaviors in Pediatric and Young Adult Patients,SUICIDAL THOUGHTS AND BEHAVIORS IN PEDIATRIC AND YOUNG ADULT PATIENTS,unclassified_with_title,4ec864ba-48e6-f0da-e063-6294a90ad838,5 WARNINGS AND PRECAUTIONS > 5.1 Suicidal Thoughts and Behaviors in Pediatric and Young Adult Patients,2029,0
sertraline,4ec839dc-9eaf-4f33-e063-6394a90aa0fd,1,42229-5,SPL UNCLASSIFIED SECTION,5.2 Serotonin Syndrome,SEROTONIN SYNDROME,unclassified_with_title,4ec864ba-48e6-f0da-e063-6294a90ad838,5 WARNINGS AND PRECAUTIONS > 5.2 Serotonin Syndrome,2151,0
sertraline,4ec84140-e062-5401-e063-6394a90a0c7a,1,42229-5,SPL UNCLASSIFIED SECTION,5.3 Increased Risk of Bleeding,INCREASED RISK OF BLEEDING,unclassified_with_title,4ec864ba-48e6-f0da-e063-6294a90ad838,5 WARNINGS AND PRECAUTIONS > 5.3 Increased Risk of Bleeding,1165,0
sertraline,f920f7bc-dc2a-2817-e053-6294a90ad0bf,1,42229-5,SPL UNCLASSIFIED SECTION,5.4 Activation of Mania or Hypomania,ACTIVATION OF MANIA OR HYPOMANIA,unclassified_with_title,4ec864ba-48e6-f0da-e063-6294a90ad838,5 WARNINGS AND PRECAUTIONS > 5.4 Activation of Mania or Hypomania,513,0
sertraline,f920f7bc-dc2b-2817-e053-6294a90ad0bf,1,42229-5,SPL UNCLASSIFIED SECTION,5.5 Discontinuation Syndrome,DISCONTINUATION SYNDROME,unclassified_with_title,4ec864ba-48e6-f0da-e063-6294a90ad838,5 WARNINGS AND PRECAUTIONS > 5.5 Discontinuation Syndrome,518,0
sertraline,f920f3b0-4ed5-2502-e053-6394a90ad36d,1,42229-5,SPL UNCLASSIFIED SECTION,5.6 Seizures,SEIZURES,unclassified_with_title,4ec864ba-48e6-f0da-e063-6294a90ad838,5 WARNINGS AND PRECAUTIONS > 5.6 Seizures,267,0
sertraline,f920f7bc-dc2c-2817-e053-6294a90ad0bf,1,42229-5,SPL UNCLASSIFIED SECTION,5.7 Angle-Closure Glaucoma,ANGLE-CLOSURE GLAUCOMA,unclassified_with_title,4ec864ba-48e6-f0da-e063-6294a90ad838,5 WARNINGS AND PRECAUTIONS > 5.7 Angle-Closure Glaucoma,353,0
sertraline,f920ff34-d9c3-3cf5-e053-6394a90a21ed,1,42229-5,SPL UNCLASSIFIED SECTION,5.8 Hyponatremia,HYPONATREMIA,unclassified_with_title,4ec864ba-48e6-f0da-e063-6294a90ad838,5 WARNINGS AND PRECAUTIONS > 5.8 Hyponatremia,932,0
sertraline,f920f7bc-dc2d-2817-e053-6294a90ad0bf,1,42229-5,SPL UNCLASSIFIED SECTION,5.9 False-Positive Effects on Screening Tests for Benzodiazepines,FALSE-POSITIVE EFFECTS ON SCREENING TESTS FOR BENZODIAZEPINES,unclassified_with_title,4ec864ba-48e6-f0da-e063-6294a90ad838,5 WARNINGS AND PRECAUTIONS > 5.9 False-Positive Effects on Screening Tests for Benzodiazepines,483,0
sertraline,f920f7bc-dc2e-2817-e053-6294a90ad0bf,1,42229-5,SPL UNCLASSIFIED SECTION,5.10 QTc Prolongation,QTC PROLONGATION,unclassified_with_title,4ec864ba-48e6-f0da-e063-6294a90ad838,5 WARNINGS AND PRECAUTIONS > 5.10 QTc Prolongation,606,0
sertraline,f920f7bc-dc3b-2817-e053-6294a90ad0bf,1,42229-5,SPL UNCLASSIFIED SECTION,5.11 Sexual Dysfunction,SEXUAL DYSFUNCTION,unclassified_with_title,4ec864ba-48e6-f0da-e063-6294a90ad838,5 WARNINGS AND PRECAUTIONS > 5.11 Sexual Dysfunction,902,0
sertraline,264e8f9d-23c1-a7d0-e063-6394a90a7b9d,1,42229-5,SPL UNCLASSIFIED SECTION,7.1 Clinically Significant Drug Interactions,CLINICALLY SIGNIFICANT DRUG INTERACTIONS,unclassified_with_title,08ad9cd0-9aa0-b88c-e063-6394a90a9395,7 DRUG INTERACTIONS > 7.1 Clinically Significant Drug Interactions,4499,0
sertraline,f92158d1-2ef0-c6e4-e053-6394a90a35e6,1,42229-5,SPL UNCLASSIFIED SECTION,7.2 Drugs Having No Clinically Important Interactions with Sertraline Hydrochloride,DRUGS HAVING NO CLINICALLY IMPORTANT INTERACTIONS WITH SERTRALINE HYDROCHLORIDE,unclassified_with_title,08ad9cd0-9aa0-b88c-e063-6394a90a9395,7 DRUG INTERACTIONS > 7.2 Drugs Having No Clinically Important Interactions with Sertraline Hydrochloride,371,0
sertraline,f920e6e2-1763-d132-e053-6294a90a9090,1,42229-5,SPL UNCLASSIFIED SECTION,7.3 False-Positive Screening Tests for Benzodiazepines,FALSE-POSITIVE SCREENING TESTS FOR BENZODIAZEPINES,unclassified_with_title,08ad9cd0-9aa0-b88c-e063-6394a90a9395,7 DRUG INTERACTIONS > 7.3 False-Positive Screening Tests for Benzodiazepines,431,0
sertraline,f92158d1-2ef6-c6e4-e053-6394a90a35e6,0,42227-9,DRUG ABUSE AND DEPENDENCE SECTION,9 DRUG ABUSE AND DEPENDENCE,DRUG ABUSE AND DEPENDENCE,coded_but_not_in_mapper,,9 DRUG ABUSE AND DEPENDENCE,0,2
sertraline,f92158d1-2ef7-c6e4-e053-6394a90a35e6,1,34085-1,CONTROLLED SUBSTANCE SECTION,9.1 Controlled Substance,CONTROLLED SUBSTANCE,coded_but_not_in_mapper,f92158d1-2ef6-c6e4-e053-6394a90a35e6,9 DRUG ABUSE AND DEPENDENCE > 9.1 Controlled Substance,82,0
sertraline,f9217d59-ff2a-0006-e053-6294a90a8349,1,34086-9,ABUSE SECTION,9.2 Abuse,ABUSE,coded_but_not_in_mapper,f92158d1-2ef6-c6e4-e053-6394a90a35e6,9 DRUG ABUSE AND DEPENDENCE > 9.2 Abuse,342,0
sertraline,f921aff2-9148-2545-e053-6394a90a2420,1,42229-5,SPL UNCLASSIFIED SECTION,14.1 Major Depressive Disorder,MAJOR DEPRESSIVE DISORDER,unclassified_with_title,26503942-49b1-ff86-e063-6394a90a10b2,14 CLINICAL STUDIES > 14.1 Major Depressive Disorder,2033,0
sertraline,264fb745-fd0a-ad98-e063-6294a90a9dd3,1,42229-5,SPL UNCLASSIFIED SECTION,14.2 Obsessive-Compulsive Disorder,OBSESSIVE-COMPULSIVE DISORDER,unclassified_with_title,26503942-49b1-ff86-e063-6394a90a10b2,14 CLINICAL STUDIES > 14.2 Obsessive-Compulsive Disorder,5524,0
sertraline,f921c3be-3679-020e-e053-6294a90ac7e5,1,42229-5,SPL UNCLASSIFIED SECTION,14.3 Panic Disorder,PANIC DISORDER,unclassified_with_title,26503942-49b1-ff86-e063-6394a90a10b2,14 CLINICAL STUDIES > 14.3 Panic Disorder,2994,0
sertraline,f921c8e8-b2ec-55d5-e053-6394a90a99c3,1,42229-5,SPL UNCLASSIFIED SECTION,14.4 Posttraumatic Stress Disorder,POSTTRAUMATIC STRESS DISORDER,unclassified_with_title,26503942-49b1-ff86-e063-6394a90a10b2,14 CLINICAL STUDIES > 14.4 Posttraumatic Stress Disorder,3514,0
sertraline,f921cfde-c137-6e0c-e053-6294a90aea6b,1,42229-5,SPL UNCLASSIFIED SECTION,14.5 Social Anxiety Disorder,SOCIAL ANXIETY DISORDER,unclassified_with_title,26503942-49b1-ff86-e063-6394a90a10b2,14 CLINICAL STUDIES > 14.5 Social Anxiety Disorder,2926,0
sertraline,264fbafc-2a8f-92c8-e063-6394a90aa2bc,1,42229-5,SPL UNCLASSIFIED SECTION,14.6 Premenstrual Dysphoric Disorder,PREMENSTRUAL DYSPHORIC DISORDER,unclassified_with_title,26503942-49b1-ff86-e063-6394a90a10b2,14 CLINICAL STUDIES > 14.6 Premenstrual Dysphoric Disorder,3314,0
albuterol,865d3cbf-a6bd-4202-ad6b-a7f1d21e8e4b,1,42229-5,SPL UNCLASSIFIED SECTION,1.1 Bronchospasm,BRONCHOSPASM,unclassified_with_title,2eda9323-0f8d-46cf-9479-e072e461d291,1 INDICATIONS AND USAGE > 1.1 Bronchospasm,196,0
albuterol,d4b2789e-1554-44bb-985e-e093f8730e21,1,42229-5,SPL UNCLASSIFIED SECTION,1.2 Exercise-Induced Bronchospasm,EXERCISE-INDUCED BRONCHOSPASM,unclassified_with_title,2eda9323-0f8d-46cf-9479-e072e461d291,1 INDICATIONS AND USAGE > 1.2 Exercise-Induced Bronchospasm,157,0
albuterol,225ef5e4-8c63-4271-87b1-74704ee42d1e,1,42229-5,SPL UNCLASSIFIED SECTION,2.1 Recommended Dosage for Bronchospasm (Acute Episodes or Symptoms Associated with Bronchospasm),RECOMMENDED DOSAGE FOR BRONCHOSPASM (ACUTE EPISODES OR SYMPTOMS ASSOCIATED WITH BRONCHOSPASM),unclassified_with_title,9e2be181-3ce3-4609-89b3-4b106ebfe647,2 DOSAGE AND ADMINISTRATION > 2.1 Recommended Dosage for Bronchospasm (Acute Episodes or Symptoms Associated with Bronchospasm),262,0
albuterol,aa425e51-0ca3-44cb-8a82-2962eaad5fd2,1,42229-5,SPL UNCLASSIFIED SECTION,2.2 Recommended Dosage for Prevention of Exercise-Induced Bronchospasm,RECOMMENDED DOSAGE FOR PREVENTION OF EXERCISE-INDUCED BRONCHOSPASM,unclassified_with_title,9e2be181-3ce3-4609-89b3-4b106ebfe647,2 DOSAGE AND ADMINISTRATION > 2.2 Recommended Dosage for Prevention of Exercise-Induced Bronchospasm,119,0
albuterol,2ad31700-bba1-4665-acfa-097475c1d34a,1,42229-5,SPL UNCLASSIFIED SECTION,2.3 Administration Information,ADMINISTRATION INFORMATION,unclassified_with_title,9e2be181-3ce3-4609-89b3-4b106ebfe647,2 DOSAGE AND ADMINISTRATION > 2.3 Administration Information,704,0
albuterol,5762cd7c-2a83-47d6-ae49-5c5eb8d3e438,1,42229-5,SPL UNCLASSIFIED SECTION,5.1 Paradoxical Bronchospasm,PARADOXICAL BRONCHOSPASM,unclassified_with_title,1acfb08b-5ff9-40af-8439-260870abca4e,5 WARNINGS AND PRECAUTIONS > 5.1 Paradoxical Bronchospasm,438,0
albuterol,b00da7c4-1939-4f87-99a4-594ebd7a4c88,1,42229-5,SPL UNCLASSIFIED SECTION,5.2 Deterioration of Asthma,DETERIORATION OF ASTHMA,unclassified_with_title,1acfb08b-5ff9-40af-8439-260870abca4e,5 WARNINGS AND PRECAUTIONS > 5.2 Deterioration of Asthma,401,0
albuterol,f6314401-addb-4864-aa8d-22629647f9f5,1,42229-5,SPL UNCLASSIFIED SECTION,5.3 Use of Anti-inflammatory Agents,USE OF ANTI-INFLAMMATORY AGENTS,unclassified_with_title,1acfb08b-5ff9-40af-8439-260870abca4e,5 WARNINGS AND PRECAUTIONS > 5.3 Use of Anti-inflammatory Agents,235,0
albuterol,e20ebabe-694a-4e00-9ede-f70a84c61c26,1,42229-5,SPL UNCLASSIFIED SECTION,5.4 Cardiovascular Effects,CARDIOVASCULAR EFFECTS,unclassified_with_title,1acfb08b-5ff9-40af-8439-260870abca4e,5 WARNINGS AND PRECAUTIONS > 5.4 Cardiovascular Effects,776,0
albuterol,8a7120c0-5d5f-4f43-baeb-3d25c2d7bc34,1,42229-5,SPL UNCLASSIFIED SECTION,5.5 Do Not Exceed Recommended Dose,DO NOT EXCEED RECOMMENDED DOSE,unclassified_with_title,1acfb08b-5ff9-40af-8439-260870abca4e,5 WARNINGS AND PRECAUTIONS > 5.5 Do Not Exceed Recommended Dose,285,0
albuterol,666b4072-2821-4377-856b-5858eb5a588f,1,42229-5,SPL UNCLASSIFIED SECTION,"5.6 Hypersensitivity Reactions, including Anaphylaxis","HYPERSENSITIVITY REACTIONS, INCLUDING ANAPHYLAXIS",unclassified_with_title,1acfb08b-5ff9-40af-8439-260870abca4e,"5 WARNINGS AND PRECAUTIONS > 5.6 Hypersensitivity Reactions, including Anaphylaxis",226,0
albuterol,4ec5340d-d2aa-4f8f-81e6-655df2b8bd6f,1,42229-5,SPL UNCLASSIFIED SECTION,5.7 Coexisting Conditions,COEXISTING CONDITIONS,unclassified_with_title,1acfb08b-5ff9-40af-8439-260870abca4e,5 WARNINGS AND PRECAUTIONS > 5.7 Coexisting Conditions,366,0
albuterol,518da850-780c-471c-a1cf-477871752ee4,1,42229-5,SPL UNCLASSIFIED SECTION,5.8 Hypokalemia,HYPOKALEMIA,unclassified_with_title,1acfb08b-5ff9-40af-8439-260870abca4e,5 WARNINGS AND PRECAUTIONS > 5.8 Hypokalemia,318,0
albuterol,e9fd55ac-8b34-47cf-b08c-87e62ae21166,1,42229-5,SPL UNCLASSIFIED SECTION,7.1 Beta-Adrenergic Receptor Blocking Agents,BETA-ADRENERGIC RECEPTOR BLOCKING AGENTS,unclassified_with_title,c4d1916e-00f6-4b21-a8aa-f04d00e9e5bb,7 DRUG INTERACTIONS > 7.1 Beta-Adrenergic Receptor Blocking Agents,508,0
albuterol,d96e7555-e9ca-4c53-9628-7e5900e8ba8c,1,42229-5,SPL UNCLASSIFIED SECTION,7.2 Non–Potassium-Sparing Diuretics,NON–POTASSIUM-SPARING DIURETICS,unclassified_with_title,c4d1916e-00f6-4b21-a8aa-f04d00e9e5bb,7 DRUG INTERACTIONS > 7.2 Non–Potassium-Sparing Diuretics,445,0
albuterol,5c9800c8-eced-4c64-a799-cc3e9af884f0,1,42229-5,SPL UNCLASSIFIED SECTION,7.3 Digoxin,DIGOXIN,unclassified_with_title,c4d1916e-00f6-4b21-a8aa-f04d00e9e5bb,7 DRUG INTERACTIONS > 7.3 Digoxin,520,0
albuterol,cfa2fa64-671d-40bf-a5df-585722d2f6e0,1,42229-5,SPL UNCLASSIFIED SECTION,7.4 Monoamine Oxidase Inhibitors and Tricyclic Antidepressants,MONOAMINE OXIDASE INHIBITORS AND TRICYCLIC ANTIDEPRESSANTS,unclassified_with_title,c4d1916e-00f6-4b21-a8aa-f04d00e9e5bb,7 DRUG INTERACTIONS > 7.4 Monoamine Oxidase Inhibitors and Tricyclic Antidepressants,298,0
albuterol,c87b95fd-d579-4ddf-9ec8-2e77664b476d,1,42229-5,SPL UNCLASSIFIED SECTION,13.2 Animal Toxicology and/or Pharmacology,ANIMAL TOXICOLOGY AND/OR PHARMACOLOGY,unclassified_with_title,92743f45-ebd6-480e-a7a2-797643fdab4a,13 NONCLINICAL TOXICOLOGY > 13.2 Animal Toxicology and/or Pharmacology,669,0
albuterol,2048bc65-c542-46f6-8e2b-55c2e25a3da4,1,42229-5,SPL UNCLASSIFIED SECTION,14.1 Bronchospasm Associated with Asthma,BRONCHOSPASM ASSOCIATED WITH ASTHMA,unclassified_with_title,5228095d-9278-4f07-872f-34742a1f935d,14 CLINICAL STUDIES > 14.1 Bronchospasm Associated with Asthma,4752,0
albuterol,e66de533-7a28-4645-b753-5fb290f38a1b,1,42229-5,SPL UNCLASSIFIED SECTION,14.2 Exercise-Induced Bronchospasm,EXERCISE-INDUCED BRONCHOSPASM,unclassified_with_title,5228095d-9278-4f07-872f-34742a1f935d,14 CLINICAL STUDIES > 14.2 Exercise-Induced Bronchospasm,507,0
omeprazole,346c9e1b-e78c-49e1-8350-f1aed8984f48,1,42229-5,SPL UNCLASSIFIED SECTION,1.1 Treatment of Active Duodenal Ulcer,TREATMENT OF ACTIVE DUODENAL ULCER,unclassified_with_title,ca59c6b4-8d6c-4903-8e22-e506942a4a9a,1 INDICATIONS AND USAGE > 1.1 Treatment of Active Duodenal Ulcer,211,0
omeprazole,4d442018-92f2-4018-9fe7-25b2d7891c94,1,42229-5,SPL UNCLASSIFIED SECTION,1.2 Helicobacter pylori Eradication to Reduce the Risk of Duodenal Ulcer Recurrence,HELICOBACTER PYLORI ERADICATION TO REDUCE THE RISK OF DUODENAL ULCER RECURRENCE,unclassified_with_title,ca59c6b4-8d6c-4903-8e22-e506942a4a9a,1 INDICATIONS AND USAGE > 1.2 Helicobacter pylori Eradication to Reduce the Risk of Duodenal Ulcer Recurrence,1088,0
omeprazole,8de61981-54fe-4eeb-b522-3ba267c36d01,1,42229-5,SPL UNCLASSIFIED SECTION,1.3 Treatment of Active Benign Gastric Ulcer,TREATMENT OF ACTIVE BENIGN GASTRIC ULCER,unclassified_with_title,ca59c6b4-8d6c-4903-8e22-e506942a4a9a,1 INDICATIONS AND USAGE > 1.3 Treatment of Active Benign Gastric Ulcer,131,0
omeprazole,a8e1340b-62e1-44b2-99c4-bfb74b97f5f9,1,42229-5,SPL UNCLASSIFIED SECTION,1.4 Treatment of Symptomatic Gastroesophageal Reflux Disease (GERD),TREATMENT OF SYMPTOMATIC GASTROESOPHAGEAL REFLUX DISEASE (GERD),unclassified_with_title,ca59c6b4-8d6c-4903-8e22-e506942a4a9a,1 INDICATIONS AND USAGE > 1.4 Treatment of Symptomatic Gastroesophageal Reflux Disease (GERD),176,0
omeprazole,5deb835b-f645-4cb6-8c7e-ca5a44585d57,1,42229-5,SPL UNCLASSIFIED SECTION,1.5 Treatment of Erosive Esophagitis (EE) Due to Acid-Mediated GERD,TREATMENT OF EROSIVE ESOPHAGITIS (EE) DUE TO ACID-MEDIATED GERD,unclassified_with_title,ca59c6b4-8d6c-4903-8e22-e506942a4a9a,1 INDICATIONS AND USAGE > 1.5 Treatment of Erosive Esophagitis (EE) Due to Acid-Mediated GERD,589,0
omeprazole,601833bb-0bf8-4a74-8864-4d76a3636c86,1,42229-5,SPL UNCLASSIFIED SECTION,1.6 Maintenance of Healing of EE Due to Acid-Mediated GERD,MAINTENANCE OF HEALING OF EE DUE TO ACID-MEDIATED GERD,unclassified_with_title,ca59c6b4-8d6c-4903-8e22-e506942a4a9a,1 INDICATIONS AND USAGE > 1.6 Maintenance of Healing of EE Due to Acid-Mediated GERD,198,0
